"Id","SalePrice"
1461,119900
1462,161400
1463,183500
1464,198400
1465,183900
1466,170000
1467,181500
1468,164100
1469,193200
1470,118500
1471,192500
1472,96100
1473,96900
1474,150900
1475,120300
1476,360700
1477,253600
1478,285100
1479,276100
1480,487800
1481,318300
1482,209400
1483,178500
1484,164400
1485,186200
1486,197300
1487,301700
1488,243500
1489,197100
1490,224000
1491,192800
1492,93400
1493,179500
1494,276900
1495,289700
1496,226100
1497,190500
1498,159100
1499,159300
1500,152600
1501,169900
1502,142500
1503,278100
1504,236200
1505,217500
1506,189000
1507,248600
1508,197500
1509,160300
1510,140400
1511,144900
1512,167800
1513,146000
1514,161200
1515,221700
1516,154300
1517,178000
1518,132600
1519,210400
1520,130500
1521,133600
1522,172700
1523,113100
1524,129900
1525,125600
1526,114700
1527,107800
1528,144500
1529,147600
1530,189200
1531,108300
1532,97400
1533,141300
1534,126000
1535,152900
1536,105300
1537,62100
1538,150400
1539,188600
1540,96500
1541,143300
1542,137700
1543,192400
1544,84200
1545,115700
1546,128200
1547,127900
1548,133000
1549,111900
1550,127800
1551,110300
1552,127800
1553,138900
1554,117200
1555,164900
1556,89800
1557,106300
1558,103400
1559,77100
1560,137600
1561,120300
1562,129000
1563,119900
1564,157500
1565,143900
1566,256300
1567,78100
1568,219500
1569,124600
1570,138800
1571,126700
1572,150500
1573,269000
1574,117300
1575,226800
1576,238200
1577,181800
1578,141000
1579,147000
1580,195700
1581,153900
1582,127100
1583,320100
1584,215400
1585,134800
1586,73500
1587,107200
1588,154900
1589,101300
1590,140400
1591,95300
1592,119900
1593,120600
1594,137900
1595,102900
1596,221600
1597,186500
1598,217800
1599,175200
1600,160700
1601,61500
1602,105700
1603,85000
1604,256700
1605,250000
1606,174300
1607,175000
1608,215000
1609,190100
1610,151200
1611,141700
1612,167600
1613,166000
1614,127700
1615,93900
1616,80300
1617,96900
1618,130800
1619,138900
1620,152800
1621,138700
1622,136500
1623,274300
1624,210500
1625,120600
1626,168500
1627,191600
1628,291600
1629,178400
1630,355000
1631,218700
1632,232600
1633,168100
1634,181200
1635,171400
1636,151400
1637,194200
1638,187600
1639,185500
1640,262800
1641,183600
1642,232600
1643,219600
1644,233600
1645,201800
1646,160000
1647,163800
1648,128900
1649,140100
1650,116600
1651,126400
1652,98800
1653,101500
1654,143500
1655,141600
1656,142400
1657,146700
1658,141300
1659,127600
1660,156400
1661,454000
1662,434900
1663,386600
1664,553900
1665,309600
1666,322900
1667,376000
1668,340200
1669,298100
1670,355700
1671,254600
1672,444000
1673,285300
1674,244200
1675,188000
1676,184600
1677,219500
1678,476100
1679,384400
1680,336300
1681,252700
1682,295900
1683,178200
1684,180200
1685,175300
1686,173000
1687,171500
1688,191700
1689,197300
1690,195700
1691,183800
1692,259700
1693,167200
1694,180600
1695,166300
1696,268500
1697,176800
1698,350600
1699,290100
1700,234800
1701,264600
1702,244800
1703,247800
1704,288300
1705,233000
1706,453900
1707,207600
1708,200400
1709,274900
1710,221200
1711,266300
1712,263900
1713,274600
1714,216400
1715,199400
1716,188600
1717,175700
1718,138900
1719,207900
1720,240600
1721,168300
1722,130800
1723,157600
1724,206800
1725,232100
1726,177600
1727,150900
1728,173700
1729,165600
1730,170000
1731,115900
1732,124200
1733,115300
1734,120600
1735,131100
1736,110600
1737,355300
1738,243800
1739,279600
1740,212200
1741,189400
1742,170200
1743,169800
1744,332800
1745,205200
1746,205100
1747,216400
1748,222200
1749,144600
1750,133000
1751,244400
1752,120700
1753,149000
1754,197400
1755,168200
1756,129900
1757,121400
1758,141500
1759,170700
1760,157000
1761,150000
1762,181100
1763,178600
1764,112800
1765,175400
1766,183700
1767,233800
1768,145100
1769,178400
1770,152300
1771,123300
1772,133600
1773,122000
1774,142600
1775,141500
1776,121200
1777,110600
1778,143900
1779,111000
1780,181300
1781,130500
1782,87600
1783,137400
1784,104000
1785,121000
1786,144800
1787,167700
1788,58900
1789,101800
1790,74200
1791,184100
1792,160300
1793,135500
1794,155100
1795,135600
1796,126300
1797,114400
1798,122100
1799,110200
1800,123500
1801,128800
1802,141700
1803,150300
1804,137600
1805,141000
1806,128100
1807,131500
1808,122500
1809,116800
1810,133200
1811,95600
1812,97400
1813,125700
1814,92200
1815,55100
1816,96800
1817,102200
1818,140500
1819,126600
1820,60900
1821,113900
1822,142800
1823,50700
1824,127000
1825,133600
1826,98700
1827,100800
1828,129000
1829,113300
1830,135800
1831,157900
1832,83400
1833,131300
1834,118100
1835,113300
1836,129600
1837,86300
1838,123900
1839,98000
1840,140300
1841,139800
1842,88400
1843,130500
1844,137600
1845,142800
1846,148900
1847,162000
1848,53500
1849,115500
1850,118000
1851,157500
1852,126300
1853,125000
1854,169700
1855,151500
1856,218000
1857,152100
1858,138200
1859,125600
1860,145200
1861,125100
1862,315900
1863,299500
1864,299600
1865,350100
1866,345200
1867,235100
1868,297300
1869,207500
1870,232400
1871,247900
1872,173800
1873,232900
1874,154400
1875,203500
1876,193800
1877,209100
1878,199300
1879,129700
1880,138100
1881,235200
1882,250900
1883,186400
1884,206200
1885,255200
1886,292100
1887,207900
1888,279900
1889,171400
1890,123300
1891,136500
1892,102400
1893,135600
1894,125800
1895,145100
1896,128500
1897,113000
1898,116400
1899,151100
1900,148700
1901,167900
1902,145900
1903,209100
1904,138900
1905,186500
1906,168800
1907,203000
1908,111900
1909,129700
1910,121500
1911,214300
1912,354200
1913,136700
1914,68200
1915,302000
1916,62300
1917,256900
1918,143600
1919,176200
1920,159900
1921,420300
1922,331600
1923,228000
1924,227300
1925,196900
1926,402300
1927,136800
1928,157000
1929,130900
1930,129700
1931,146400
1932,141500
1933,179400
1934,182100
1935,166600
1936,191200
1937,180200
1938,166300
1939,242200
1940,178800
1941,172700
1942,178000
1943,202200
1944,341400
1945,377700
1946,141400
1947,317700
1948,172400
1949,241500
1950,190100
1951,256200
1952,211500
1953,162600
1954,196900
1955,137000
1956,331700
1957,157300
1958,301100
1959,142800
1960,115600
1961,116200
1962,98300
1963,105200
1964,107700
1965,143200
1966,143700
1967,276200
1968,425300
1969,400100
1970,443700
1971,460200
1972,372600
1973,263500
1974,317800
1975,517600
1976,265800
1977,347200
1978,339900
1979,330800
1980,200800
1981,351700
1982,222200
1983,205500
1984,169900
1985,219900
1986,210800
1987,188900
1988,176700
1989,196100
1990,211100
1991,228800
1992,218400
1993,167200
1994,240700
1995,188300
1996,244700
1997,300100
1998,326700
1999,257400
2000,314700
2001,246900
2002,244700
2003,262400
2004,278900
2005,228000
2006,222200
2007,254200
2008,206500
2009,187400
2010,195700
2011,146100
2012,176600
2013,170900
2014,176900
2015,198800
2016,182400
2017,188500
2018,116000
2019,136900
2020,108300
2021,103500
2022,183600
2023,141600
2024,250400
2025,360400
2026,170400
2027,151200
2028,158000
2029,160000
2030,275900
2031,237600
2032,254300
2033,266600
2034,165100
2035,223900
2036,198500
2037,205300
2038,311500
2039,224500
2040,293900
2041,298600
2042,205100
2043,171000
2044,171100
2045,213700
2046,147600
2047,143800
2048,139700
2049,144600
2050,181900
2051,105100
2052,120900
2053,149000
2054,90700
2055,154300
2056,144000
2057,114200
2058,215800
2059,130600
2060,169600
2061,184100
2062,127000
2063,117000
2064,140200
2065,121200
2066,165800
2067,114400
2068,147500
2069,92200
2070,117500
2071,93700
2072,131600
2073,137600
2074,188100
2075,154000
2076,121800
2077,148100
2078,123800
2079,133600
2080,124300
2081,128100
2082,121200
2083,144800
2084,113100
2085,116800
2086,121600
2087,125600
2088,99700
2089,75900
2090,123200
2091,109200
2092,125900
2093,119300
2094,110000
2095,145300
2096,83600
2097,96800
2098,145500
2099,53800
2100,80000
2101,110100
2102,126500
2103,102100
2104,137900
2105,122000
2106,67900
2107,186200
2108,115500
2109,112200
2110,131200
2111,139600
2112,136600
2113,121400
2114,115300
2115,158800
2116,114000
2117,148200
2118,121300
2119,110700
2120,109700
2121,105700
2122,108000
2123,87600
2124,161800
2125,123400
2126,134200
2127,151000
2128,127200
2129,93500
2130,133200
2131,149700
2132,108600
2133,121600
2134,117800
2135,92800
2136,71300
2137,109100
2138,131600
2139,146900
2140,142900
2141,155700
2142,122800
2143,135900
2144,122700
2145,140500
2146,172700
2147,136800
2148,137400
2149,145500
2150,228600
2151,121100
2152,182900
2153,163500
2154,104300
2155,144600
2156,261600
2157,227200
2158,231200
2159,205400
2160,185400
2161,246300
2162,438800
2163,351200
2164,247200
2165,193400
2166,161400
2167,222100
2168,191200
2169,194800
2170,217700
2171,152600
2172,136800
2173,168500
2174,228600
2175,305500
2176,320000
2177,238700
2178,218800
2179,136900
2180,218900
2181,191300
2182,227800
2183,192700
2184,120400
2185,124000
2186,153700
2187,152900
2188,160100
2189,307300
2190,83600
2191,84800
2192,93300
2193,114300
2194,107900
2195,110600
2196,103200
2197,120200
2198,158400
2199,169700
2200,144100
2201,140100
2202,208800
2203,128300
2204,177500
2205,115900
2206,132900
2207,211000
2208,259100
2209,229500
2210,118100
2211,116900
2212,123000
2213,105700
2214,129900
2215,101300
2216,143600
2217,65800
2218,85700
2219,83400
2220,77900
2221,300900
2222,260700
2223,269500
2224,209900
2225,121000
2226,191500
2227,199300
2228,264600
2229,263800
2230,151300
2231,213900
2232,177900
2233,178200
2234,239500
2235,208700
2236,271800
2237,326100
2238,199000
2239,122100
2240,153600
2241,142800
2242,126600
2243,132300
2244,106300
2245,102300
2246,146800
2247,115500
2248,129100
2249,124600
2250,133200
2251,101200
2252,185400
2253,151600
2254,170900
2255,184200
2256,175700
2257,207900
2258,160600
2259,173300
2260,157900
2261,181500
2262,212600
2263,358900
2264,463300
2265,176500
2266,300900
2267,375500
2268,406300
2269,147500
2270,196600
2271,218100
2272,190300
2273,161200
2274,175400
2275,155000
2276,183000
2277,184700
2278,152200
2279,122200
2280,123900
2281,160800
2282,181500
2283,108300
2284,113300
2285,149700
2286,125900
2287,364400
2288,266000
2289,377200
2290,479900
2291,327000
2292,444100
2293,502200
2294,408800
2295,493000
2296,288700
2297,328100
2298,328100
2299,357700
2300,330900
2301,290300
2302,243200
2303,237600
2304,249700
2305,187800
2306,186400
2307,189900
2308,223200
2309,285000
2310,208700
2311,198300
2312,178900
2313,175400
2314,178900
2315,182400
2316,202300
2317,190100
2318,178700
2319,186200
2320,193000
2321,244100
2322,184900
2323,190400
2324,178400
2325,214600
2326,172100
2327,207400
2328,222400
2329,190700
2330,180600
2331,343300
2332,412500
2333,317500
2334,247300
2335,255600
2336,314600
2337,202900
2338,278500
2339,228000
2340,422800
2341,210700
2342,235900
2343,222500
2344,223900
2345,242100
2346,214100
2347,194100
2348,239600
2349,180500
2350,297600
2351,259800
2352,262000
2353,247600
2354,142900
2355,151400
2356,156100
2357,194200
2358,189300
2359,135700
2360,112300
2361,146200
2362,269200
2363,137800
2364,162000
2365,220200
2366,190700
2367,221300
2368,209800
2369,221300
2370,164100
2371,165600
2372,181700
2373,274000
2374,305100
2375,238200
2376,295200
2377,354600
2378,139700
2379,209100
2380,145000
2381,158400
2382,204600
2383,207600
2384,247700
2385,163000
2386,132400
2387,134600
2388,102300
2389,124600
2390,142000
2391,146000
2392,117900
2393,169200
2394,141000
2395,208800
2396,141800
2397,227200
2398,127900
2399,63000
2400,63600
2401,118700
2402,133100
2403,145700
2404,148000
2405,153900
2406,143800
2407,127000
2408,140500
2409,123000
2410,176500
2411,114700
2412,155200
2413,128100
2414,158100
2415,134500
2416,129600
2417,132000
2418,131900
2419,124000
2420,123800
2421,148800
2422,107900
2423,114000
2424,162300
2425,203400
2426,136400
2427,128700
2428,173100
2429,116600
2430,135900
2431,107600
2432,145600
2433,141400
2434,136300
2435,154900
2436,105600
2437,102800
2438,120400
2439,103500
2440,121000
2441,97100
2442,98400
2443,125600
2444,123200
2445,87900
2446,130300
2447,182300
2448,128800
2449,109800
2450,143700
2451,127500
2452,188000
2453,95200
2454,124600
2455,123400
2456,131200
2457,127500
2458,126600
2459,108900
2460,130100
2461,124300
2462,132700
2463,118400
2464,170000
2465,134800
2466,111900
2467,129500
2468,83800
2469,80900
2470,184100
2471,205800
2472,159400
2473,114200
2474,76600
2475,226800
2476,120200
2477,122300
2478,154900
2479,104500
2480,153900
2481,114100
2482,123800
2483,110300
2484,119200
2485,122300
2486,148100
2487,164300
2488,164400
2489,149700
2490,144500
2491,102300
2492,175100
2493,152500
2494,157400
2495,102700
2496,243000
2497,156600
2498,107200
2499,93600
2500,126500
2501,139400
2502,153800
2503,99900
2504,178600
2505,219000
2506,253600
2507,284500
2508,254800
2509,213700
2510,226300
2511,177800
2512,210100
2513,209100
2514,253700
2515,149300
2516,169700
2517,150500
2518,155200
2519,225200
2520,215500
2521,187700
2522,221700
2523,123200
2524,134700
2525,149500
2526,133900
2527,113900
2528,127300
2529,130700
2530,124100
2531,252700
2532,226700
2533,192500
2534,237000
2535,313400
2536,239800
2537,242300
2538,188000
2539,188600
2540,181700
2541,189500
2542,165100
2543,127600
2544,125200
2545,136500
2546,137800
2547,139300
2548,158500
2549,158500
2550,1151700
2551,140700
2552,128500
2553,73500
2554,99800
2555,125200
2556,103100
2557,109100
2558,152000
2559,128800
2560,145400
2561,146800
2562,139900
2563,151800
2564,186700
2565,130700
2566,150200
2567,130500
2568,187000
2569,212600
2570,116500
2571,185200
2572,157600
2573,219900
2574,271900
2575,128900
2576,116400
2577,139900
2578,85600
2579,68300
2580,107000
2581,114700
2582,116600
2583,282400
2584,172400
2585,183300
2586,231600
2587,208600
2588,136700
2589,151500
