"Id","SalePrice"
1461,120200.77743296
1462,157549.767385922
1463,183087.125805473
1464,186018.057780229
1465,189977.829576813
1466,178584.498193716
1467,170592.854520531
1468,165682.666641869
1469,184874.948886797
1470,127756.650320885
1471,206713.566915197
1472,97488.249901728
1473,102475.511374473
1474,151950.286094795
1475,127608.708928279
1476,327475.806575348
1477,251083.980989286
1478,279549.217973572
1479,250802.368307543
1480,463598.242892086
1481,289441.255107445
1482,203629.213198821
1483,175645.60058473
1484,168447.915110858
1485,172884.636228069
1486,202711.742029021
1487,294461.243888168
1488,235875.22753165
1489,201449.741908541
1490,212296.790724734
1491,187804.345718091
1492,97217.4375429212
1493,168645.547818531
1494,279925.580787772
1495,296783.616086059
1496,235248.080433963
1497,190765.902442705
1498,156723.385136894
1499,154300.064942855
1500,158431.416795733
1501,170654.985741148
1502,157960.434075549
1503,271212.253959805
1504,231566.532873302
1505,219658.665776674
1506,172007.292385628
1507,225862.901958016
1508,191945.036195732
1509,159266.13458026
1510,148047.675512846
1511,148489.198795107
1512,172699.983338594
1513,147073.41527181
1514,174322.54949411
1515,197179.057563858
1516,159618.894233702
1517,153726.181201924
1518,130278.622099368
1519,228437.845141592
1520,137641.319378536
1521,142927.090494629
1522,161083.495941042
1523,115578.703440733
1524,123415.044568483
1525,129682.039811075
1526,126830.413100073
1527,105381.922197467
1528,129853.307274825
1529,141871.010322501
1530,166423.386638637
1531,129162.416408832
1532,108339.495072632
1533,137510.345262447
1534,113909.056240387
1535,163290.353601345
1536,118131.124784368
1537,76870.7656919406
1538,157998.037970687
1539,197237.620686185
1540,121620.662048705
1541,147563.039042403
1542,146352.135227367
1543,197521.046708223
1544,80993.5933108775
1545,113597.356287897
1546,119917.837857901
1547,132190.440192972
1548,129757.925331393
1549,111959.711197005
1550,135339.917542925
1551,122325.270074805
1552,133901.899776364
1553,139990.248580997
1554,110479.33128372
1555,168123.235068376
1556,91616.5126257442
1557,129675.203766242
1558,93881.2636366812
1559,118559.216698761
1560,147049.04509478
1561,154294.852922747
1562,126349.431446731
1563,124826.372287179
1564,163375.41804351
1565,147282.777328272
1566,229829.929016738
1567,79921.5728786848
1568,215307.989283384
1569,144807.002082828
1570,124977.69169683
1571,130101.383241208
1572,145549.319395891
1573,247849.745000871
1574,127349.660991606
1575,221237.770141309
1576,216540.220695208
1577,196492.068430414
1578,137739.622178608
1579,145273.245162979
1580,186140.032572219
1581,133333.81734891
1582,125264.480489218
1583,333972.490030612
1584,232590.941891846
1585,140987.112572536
1586,76949.7597433548
1587,105033.6300722
1588,145071.007538916
1589,100546.813166116
1590,133142.98650838
1591,101838.448390581
1592,122274.102823194
1593,113679.604598387
1594,147381.484969914
1595,121639.474842384
1596,222849.902697107
1597,170738.438481303
1598,187354.614237717
1599,175405.53730824
1600,175566.783494198
1601,75191.4380511438
1602,111315.137785022
1603,89976.6785558068
1604,280682.355185027
1605,251680.970046286
1606,166061.533554224
1607,162306.454920898
1608,214801.741100667
1609,192414.758840286
1610,157011.795933659
1611,144415.10974769
1612,166163.965771453
1613,165750.520904634
1614,125768.869319707
1615,88997.2497910474
1616,84205.5202133767
1617,93949.0146629309
1618,124332.634273689
1619,122410.484913863
1620,170337.781089435
1621,147168.792621973
1622,141354.242955721
1623,281083.748670333
1624,216814.39741525
1625,121507.492916304
1626,172166.018121649
1627,189006.544509622
1628,285879.466188268
1629,174430.093292682
1630,346424.950264129
1631,209914.186653548
1632,248941.086861749
1633,168760.486410106
1634,181997.320577518
1635,179160.135613214
1636,155714.851805075
1637,177081.585911901
1638,202199.224190683
1639,176860.678990338
1640,256265.224804607
1641,187861.769174947
1642,227391.284201747
1643,222441.364517382
1644,223467.299425609
1645,185159.652351467
1646,154513.340075321
1647,163810.552100315
1648,141889.572140216
1649,138458.053651122
1650,126291.249173291
1651,120424.656640203
1652,97006.7360697413
1653,97296.9052762869
1654,154570.161644431
1655,147528.895531506
1656,150091.435570269
1657,154106.070776745
1658,154337.605125761
1659,131843.726786249
1660,149272.406279599
1661,437726.811393551
1662,389495.525980145
1663,376152.052134384
1664,502759.004921608
1665,294652.776617878
1666,345615.671877953
1667,363843.601000421
1668,323527.510524014
1669,281719.239500415
1670,344906.980070354
1671,259760.213631608
1672,488720.325367285
1673,283625.562508508
1674,251164.701560897
1675,188539.221198372
1676,188611.9504431
1677,213187.634466278
1678,506502.969005526
1679,389720.389668093
1680,324914.393704487
1681,235793.038778237
1682,299143.768623551
1683,188873.825991967
1684,171143.809408284
1685,174650.964629783
1686,169210.42319928
1687,167734.044504689
1688,189522.999419005
1689,189400.171913893
1690,183570.749639527
1691,173358.064035151
1692,263367.301962426
1693,170354.074035448
1694,182114.512617629
1695,167907.818838604
1696,279968.778421841
1697,168466.854982415
1698,347526.856399157
1699,290200.01883452
1700,240893.312401292
1701,264021.832109685
1702,252268.904972725
1703,252885.40162228
1704,288136.191486564
1705,216566.873369968
1706,479794.686774624
1707,219410.58402104
1708,213517.217668041
1709,258196.380068726
1710,217993.426202858
1711,264913.754765516
1712,237395.497312156
1713,266154.492186905
1714,217170.487055385
1715,201220.198641943
1716,175761.429758107
1717,165233.761933651
1718,136983.294845204
1719,205930.61487375
1720,249507.590149299
1721,163587.433568304
1722,133269.48848964
1723,156773.450297149
1724,212246.605725217
1725,229758.860258078
1726,186508.863308594
1727,164599.696288224
1728,181460.966828793
1729,164168.472760797
1730,161753.648380573
1731,118062.583905518
1732,129886.199309806
1733,124911.427695129
1734,130524.138456661
1735,133077.449926538
1736,115251.931787283
1737,323182.863076267
1738,218502.218697161
1739,278508.957411425
1740,197585.518723078
1741,180836.264827222
1742,172457.57523354
1743,173024.787078725
1744,294765.946749253
1745,209615.305319228
1746,230468.733808023
1747,217945.777875749
1748,210556.556861801
1749,160482.657263528
1750,147090.706016737
1751,231531.307839857
1752,125475.965933864
1753,140272.662176284
1754,208886.625367659
1755,174680.250106526
1756,123923.59237239
1757,119583.411508885
1758,147485.112781942
1759,164287.399171956
1760,157923.693636965
1761,153657.022732882
1762,172674.013023908
1763,165471.905937014
1764,115919.086100543
1765,181234.027799842
1766,173223.790649613
1767,217236.035730739
1768,139990.366250159
1769,171507.098507974
1770,141540.280810989
1771,134019.456883046
1772,138615.381783687
1773,130879.513854617
1774,133126.888623973
1775,131861.24701303
1776,120015.640308536
1777,116991.18884254
1778,134509.407158884
1779,116815.732389267
1780,174764.079917285
1781,127307.833803342
1782,98400.1293128277
1783,129635.70133543
1784,103186.198404106
1785,114316.639682712
1786,147494.73546102
1787,167623.179914521
1788,62775.4627601987
1789,95687.426504761
1790,85970.7228126904
1791,176025.922519268
1792,155240.494752638
1793,148110.986718939
1794,144818.058084572
1795,140255.605513126
1796,121204.831803933
1797,124822.645694337
1798,124872.360249547
1799,109634.27930161
1800,130030.56316498
1801,123616.613615349
1802,147943.610395717
1803,154029.180628052
1804,141209.900802785
1805,137657.396914812
1806,115600.729533905
1807,137440.517494218
1808,117158.817656336
1809,121901.314495423
1810,137995.800035495
1811,116989.466968029
1812,106609.85970951
1813,123888.804082581
1814,96578.6094858358
1815,59959.5737075987
1816,98494.7946626812
1817,120404.392736731
1818,134663.829422115
1819,116775.006110137
1820,79347.0142671308
1821,119044.289658057
1822,147589.128416127
1823,61765.3673187724
1824,122148.617689513
1825,137394.446059918
1826,101496.547714844
1827,106743.158080441
1828,131530.881333923
1829,110927.194593068
1830,138355.281632856
1831,157139.6945364
1832,118783.635412228
1833,142850.106735792
1834,126472.889166605
1835,148083.750477797
1836,129977.144833525
1837,109997.007644544
1838,132277.196792812
1839,85293.8913229727
1840,150627.152877259
1841,142126.207928818
1842,87505.4224790913
1843,139200.371813832
1844,136982.014779656
1845,141849.611657967
1846,152476.380678622
1847,153697.243059282
1848,59354.9361211647
1849,114413.936569333
1850,129003.112337873
1851,144307.719327117
1852,129338.88202868
1853,133226.245704277
1854,166150.820065714
1855,142792.406363329
1856,220341.903338677
1857,173946.088481823
1858,142814.75717306
1859,122781.337706652
1860,152956.584281888
1861,122359.953399132
1862,300345.271122097
1863,293607.580325987
1864,293607.580325987
1865,315377.592733627
1866,318916.326152352
1867,237444.651121226
1868,309753.894189225
1869,200618.545281634
1870,227226.128630788
1871,252016.852442804
1872,167036.171908175
1873,227717.636020564
1874,138865.903367463
1875,206761.778276781
1876,195846.909541981
1877,218549.129568035
1878,205170.795677654
1879,134021.496061518
1880,135383.679196108
1881,248876.744846169
1882,250167.122162666
1883,201346.540173252
1884,214117.063627251
1885,254356.878769651
1886,299228.009187614
1887,213232.111287329
1888,285304.164644478
1889,161224.899812948
1890,131244.143743509
1891,142722.694703318
1892,110387.419987859
1893,140333.08296346
1894,125451.949913278
1895,147050.338251403
1896,125764.212588552
1897,125826.862849572
1898,104425.397183132
1899,131425.92456933
1900,135452.077958067
1901,158732.092746064
1902,148474.287369202
1903,211623.774458025
1904,134463.655452576
1905,172137.824999892
1906,153289.962141762
1907,191946.982428213
1908,109940.433562693
1909,139457.635601212
1910,116430.855358784
1911,192815.45067465
1912,293582.447278315
1913,140505.449254457
1914,62212.8249365646
1915,330776.260912009
1916,66295.8506276753
1917,248967.761497119
1918,139709.395927388
1919,162864.317172734
1920,160049.089497598
1921,409325.355446885
1922,320297.47903828
1923,212431.623837288
1924,215693.307465683
1925,221855.246570503
1926,391546.434830814
1927,137072.027790268
1928,156206.59546668
1929,126360.995322709
1930,127044.879921835
1931,141328.885745609
1932,147478.911560467
1933,167283.316257955
1934,184548.938387179
1935,176123.400768901
1936,188328.311160557
1937,178787.60684383
1938,167706.942426145
1939,245203.368935767
1940,187819.989946093
1941,176523.665133045
1942,192713.528120573
1943,190786.110278464
1944,307564.076952479
1945,353828.069543117
1946,146128.856230164
1947,308940.171815848
1948,159693.294614285
1949,232890.621091687
1950,179556.397458262
1951,267794.735003458
1952,236093.496916611
1953,166665.816261068
1954,194724.819697494
1955,137611.05698424
1956,289902.463077445
1957,164181.499805865
1958,316359.981898551
1959,140209.724149853
1960,115683.223436782
1961,117870.164282399
1962,101232.708662212
1963,105938.514495171
1964,120423.047467096
1965,149730.087209578
1966,147612.611203191
1967,292126.126761483
1968,395423.230081248
1969,378284.433112925
1970,425591.469868894
1971,413446.0630631
1972,370832.707701256
1973,258279.901699475
1974,325532.667305241
1975,486943.077945485
1976,275260.464229825
1977,370994.628348888
1978,326300.15514849
1979,302031.731114959
1980,197099.346543215
1981,345625.742227749
1982,216978.770942589
1983,207058.599426747
1984,169741.688837555
1985,210123.705149342
1986,222569.616018983
1987,178586.356762
1988,176710.084107286
1989,193446.229639187
1990,220353.68505837
1991,216967.197852956
1992,219734.722256545
1993,171099.932334682
1994,253923.740792418
1995,181941.220066218
1996,238535.789708662
1997,292258.178785089
1998,350808.87183526
1999,256264.674177581
2000,289613.76556357
2001,261990.153830266
2002,246589.595368658
2003,251493.325836769
2004,258730.63382917
2005,224825.016265816
2006,219849.905493118
2007,243812.144816319
2008,201307.802205445
2009,187034.176677659
2010,187691.230581526
2011,140289.002836346
2012,173039.955716249
2013,179432.742650447
2014,190841.746601195
2015,198585.974876511
2016,195590.730714776
2017,201038.511434495
2018,118777.401274476
2019,132397.881030696
2020,124432.996637222
2021,115020.76149621
2022,174863.58778341
2023,149248.021184314
2024,230868.264366579
2025,326690.917345572
2026,180356.079442853
2027,155946.54752248
2028,155683.461897491
2029,168226.238876553
2030,265010.005174743
2031,215903.859186901
2032,241459.308889
2033,253819.047249824
2034,164377.537165797
2035,207464.812693983
2036,185070.2811893
2037,195485.737760893
2038,273080.506010182
2039,198408.391371737
2040,337220.858348316
2041,270082.119886661
2042,202861.871025661
2043,166290.799698356
2044,165283.877088103
2045,192892.204379055
2046,135379.848647745
2047,148385.945895444
2048,132371.822085709
2049,131632.418600681
2050,179088.45128652
2051,105571.834509454
2052,139624.051953887
2053,143431.433174816
2054,84729.3511750191
2055,156812.277860327
2056,130491.141685729
2057,127777.035474085
2058,215859.622728673
2059,138377.954960212
2060,170134.590956377
2061,175528.122935372
2062,137378.368172463
2063,112856.797797494
2064,136969.585582636
2065,122862.486570081
2066,170148.826083624
2067,134918.33494195
2068,134296.720251371
2069,89192.7135464805
2070,108566.553340045
2071,92446.2579318583
2072,126060.644271803
2073,140806.720381141
2074,175302.384236665
2075,150450.488910728
2076,118339.395013789
2077,145170.252450003
2078,130385.693842134
2079,136897.264886904
2080,114161.606908924
2081,126952.147823607
2082,132223.522827048
2083,141011.356136511
2084,110600.698185915
2085,136293.239113447
2086,118053.324234459
2087,123017.5281798
2088,106822.242642405
2089,86143.3650533423
2090,127291.195464892
2091,127249.112127605
