"Id","Saleprice"
1461,124198.698375783
1462,159538.594551087
1463,179452.50614141
1464,200104.130375667
1465,186644.099384982
1466,165524.57653329
1467,174760.177183218
1468,161503.851783199
1469,200457.371490454
1470,115483.099397712
1471,193760.541370963
1472,94940.6554163598
1473,96474.3643094092
1474,144868.039496108
1475,116414.858495572
1476,364308.729999413
1477,249736.576919397
1478,304684.127335289
1479,297798.181002058
1480,489057.796851603
1481,332517.635063876
1482,210716.702521608
1483,180888.471651122
1484,158202.730050066
1485,195357.266068787
1486,188375.575879695
1487,321237.738317217
1488,224233.091360995
1489,198018.416252799
1490,250021.196566
1491,196957.194629612
1492,95746.2833052501
1493,180830.579243769
1494,283189.6380036
1495,291770.119241166
1496,244019.342656604
1497,183740.568584307
1498,160577.822890229
1499,158016.727573895
1500,160486.390995395
1501,178324.779282715
1502,138340.312478333
1503,332413.855176942
1504,235179.818922004
1505,228679.242570992
1506,195593.134012401
1507,246703.809737522
1508,195974.008165247
1509,165899.295817555
1510,145505.425242586
1511,143059.724650184
1512,157085.250956496
1513,147147.861720178
1514,161799.185453313
1515,216619.73015341
1516,157812.717483524
1517,182122.212292726
1518,127102.389746308
1519,211250.968410939
1520,131167.473618101
1521,134409.754434067
1522,182419.095657207
1523,114225.234103563
1524,128823.177856782
1525,125706.14210487
1526,112173.958945314
1527,105353.025426824
1528,137352.024082702
1529,160162.88629581
1530,197109.65161993
1531,110414.950464545
1532,91069.7432717861
1533,143017.132422003
1534,135924.551261753
1535,146313.638055211
1536,101085.789088917
1537,54844.2081653801
1538,140721.867279397
1539,215302.541043388
1540,98330.5041367812
1541,157330.802396544
1542,147798.362139046
1543,202339.091129073
1544,86400.0897573363
1545,115862.256371699
1546,136912.223565774
1547,139018.527330239
1548,137645.93272105
1549,118268.89161639
1550,130572.351214827
1551,100295.229612141
1552,133575.561634318
1553,143798.653017795
1554,115698.635044957
1555,171352.530446855
1556,93610.6600533292
1557,97895.6897747525
1558,102616.692296885
1559,51254.6454755999
1560,138197.171973331
1561,120311.586447276
1562,132239.363964537
1563,124442.045675291
1564,145355.15609096
1565,145767.84635923
1566,250821.566404384
1567,80783.7019481273
1568,243937.842039928
1569,124543.551827903
1570,133511.82311934
1571,123158.242271804
1572,146032.966692232
1573,292941.417437678
1574,119775.848961682
1575,229964.097957405
1576,246970.571787141
1577,177627.289465148
1578,134232.057879618
1579,152121.041034374
1580,184943.892035218
1581,157921.586472446
1582,127705.537194173
1583,283565.550350814
1584,211760.340037943
1585,137474.961564967
1586,64610.7778140152
1587,121651.497157303
1588,161354.600638397
1589,99129.4740466474
1590,129707.26830229
1591,89485.8504076516
1592,116225.164770742
1593,115579.565742531
1594,130902.183997012
1595,101874.211840489
1596,225285.227203155
1597,196089.490605455
1598,237653.702948495
1599,181283.608116795
1600,163104.052442869
1601,59701.2566185409
1602,106530.558019022
1603,70529.0220000242
1604,259805.046882545
1605,241377.980875391
1606,159401.209300465
1607,163033.770175367
1608,216959.413687875
1609,179458.090946533
1610,151818.11075103
1611,148676.204357892
1612,179361.223945076
1613,172288.415483114
1614,130980.403519662
1615,88560.6565874903
1616,77806.0945132384
1617,90914.1922541898
1618,127563.016385764
1619,137315.646870966
1620,135939.031730552
