"","trp1","trp2","trp3","trp4","trp5","trp6","trp7","trp8","trp13","trp14","trp15","trp16"
"1",11.6838030479338,11.7317334563335,11.7429563191861,11.8070584668103,11.7296379683604,11.7408028109251,11.713660553814,11.6778618709965,11.7474460601807,11.6734288231921,11.7219075419469,11.70231017602
"2",11.9811673721573,11.9963919470008,11.957996462475,12.0356426582084,11.9800411440436,12.0022822681846,11.9487429615701,11.9907496497922,11.9983854293823,11.942948787957,11.9967399993802,11.9401848563818
"3",12.1149555910643,12.1179293163628,12.1098871676683,12.1285518501441,12.097665862159,12.1079757339145,12.1419299543859,12.1439929522513,12.1812877655029,12.1064990445655,12.1542374238357,12.0887005210796
"4",12.2073248979448,12.1827548796287,12.0988907822269,12.2087740662618,12.2065931619163,12.1853244313637,12.1594691114614,12.1991350855686,12.1626806259155,12.2181301705591,12.2039871004055,12.1978828970951
"5",12.2225298078716,12.1064437570294,12.1654681628128,12.2663491929564,12.1369588705828,12.1430122084921,12.1393744345203,12.1023789642361,12.121301651001,12.1153413775398,12.11637564562,12.116914155538
"6",12.0201626835479,12.0232574243204,12.1194347193141,12.0430373340287,12.016874961465,12.0422429406789,12.1048113548499,12.0518896932861,12.0470924377441,12.0278710318429,12.046803102507,12.0276733280079
"7",12.0786412761525,12.0602488586318,12.0577797993227,12.1414627341448,12.0711698969308,12.0752832376403,12.0369190557147,12.1094468134693,12.0766086578369,12.0825017764892,12.1209606405192,12.0892376124866
"8",11.9825676129028,11.9961186482561,12.0603448983434,11.9540574472802,11.9922842714112,12.0045643725741,12.0578842355655,12.0168504998883,12.0613441467285,12.0092640123563,12.0122795031054,12.0107530836828
"9",12.1835987661599,12.1036636552121,12.0496594108081,12.2035058026355,12.2083568921037,12.1345678562171,12.0994098898906,12.2204195449665,12.1528129577637,12.1449374293124,12.1468222598921,12.1572914196732
"10",11.7024995639427,11.685568485897,11.7865715426684,11.710161081489,11.6568794726764,11.7276174850971,11.7758507429458,11.6785672641382,11.7232532501221,11.6596184395886,11.6683773056586,11.6715356716765
"11",12.0398135294924,12.1141092077937,12.279948082827,12.1417351834867,12.1743783528115,12.180231705507,12.2350353108936,12.200573290416,12.265965461731,12.1540223555463,12.1853602155624,12.1481299586475
"12",11.4802002584677,11.4268984132569,11.5384736275211,11.4972341718164,11.4610072955611,11.4408502173815,11.5140880573144,11.4420408657805,11.4801187515259,11.4503783831391,11.4659990387201,11.4884882859713
"13",11.4701782892309,11.5918034943415,11.5284932680014,11.4762902472719,11.4770325972098,11.4543642029426,11.575670696509,11.5298402351031,11.5208930969238,11.4354667380008,11.5000301691164,11.4718437780034
"14",11.9191682391514,11.9587144804514,11.9043994919909,11.8881310416147,11.8835785345947,11.8875237102504,11.9370920500885,11.9218753194814,11.8524208068848,11.8861960519174,11.9189681624732,11.8935545674605
"15",11.6604589306216,11.6835055907132,11.7493037388964,11.6453139110605,11.6649154564385,11.7112547204496,11.6719459936428,11.6511056399286,11.7468967437744,11.7034252233857,11.6812251080291,11.7607735992711
"16",12.800802975151,12.7751366269591,12.771550351175,12.7484381703041,12.805756946474,12.7818266148908,12.7431650465764,12.7990202147762,12.6700534820557,12.8494608997784,12.8166118205409,12.7717697051413
"17",12.4195010409329,12.3540662011863,12.4091705425991,12.4001457625238,12.4281619489979,12.4770962930105,12.4273054071405,12.4395536108919,12.4528951644897,12.4487147612679,12.4767485563845,12.4238535017062
"18",12.648447499473,12.5821800510254,12.6085346119536,12.6013941944621,12.6270308708545,12.5726228618175,12.5848545387626,12.5609860840198,12.5969495773315,12.6358601147811,12.551866353816,12.5947946975412
"19",12.6002943358899,12.4426218132339,12.5769809661132,12.6249344826596,12.604171291094,12.4597780746802,12.5423758849303,12.5799966744,12.5403690338135,12.6067024455408,12.5257985999446,12.5560345750039
"20",13.1459689411335,13.0777985683352,12.9755712443185,13.1217275971916,13.1002359554432,13.0721851794989,12.9778920533817,13.0983146388333,13.1356601715088,13.2934435392449,13.0354747791071,13.1769812156491
"21",12.7265689915956,12.6726413351996,12.5934704358424,12.761113417374,12.7144481754577,12.683555777669,12.6046113973359,12.645496098863,12.6965208053589,12.7609350687585,12.6516277372843,12.6939752938887
"22",12.247250641487,12.2093997594117,12.2252215407758,12.2422020698196,12.258269868229,12.2374175707837,12.2222872442001,12.2870168683296,12.2036237716675,12.2579902452004,12.27835911262,12.2326294721118
"23",12.0978429267854,12.1050007230226,12.1675966372702,12.1268087739594,12.1056359416088,12.0556283057208,12.1248218906774,12.1260639940696,12.0651912689209,12.046458778605,12.1466383130981,12.0402607792827
"24",11.9864486080466,12.031904838125,12.0504960618339,11.9838810165906,11.9716325911204,12.0164685269476,12.0455013118811,12.0196565384355,12.0140295028687,11.9810121013403,12.0194369626408,11.9845310710517
"25",12.1899350946396,12.1414170277727,12.1237046973022,12.1272757863752,12.1825852949222,12.1390978843206,12.0914059354757,12.127568372296,12.0879964828491,12.1277817467395,12.1422428180311,12.124806177824
"26",12.157582899284,12.1799333199837,12.2278374432321,12.1911191505704,12.1461929930161,12.1919751880458,12.219084149683,12.2279883835378,12.1869716644287,12.1700397300838,12.212800767889,12.1344411401155
"27",12.6935821121401,12.7119525741953,12.5612372477618,12.6365959310253,12.6799367458008,12.5802072301617,12.6053797737093,12.5712418681949,12.6265230178833,12.7197174938476,12.6334120627426,12.640444177828
"28",12.382109212617,12.3668964578279,12.3600251917591,12.3376172630225,12.3204413762354,12.405768159351,12.3588443971864,12.3914102419621,12.3566970825195,12.3980554346462,12.3955681831704,12.3603421137129
"29",12.188849148827,12.1464559107015,12.1756080923251,12.1755794968342,12.1961153167292,12.2020312688586,12.2134567300711,12.1828532184488,12.2359256744385,12.2102146563532,12.2031256156582,12.2013374666154
"30",12.4599457312503,12.5562325955408,12.3955863631219,12.4426645870797,12.4293009795142,12.2632711735772,12.3327932479098,12.2920561450546,12.3042764663696,12.3961289798133,12.3019670658377,12.3674426517364
"31",12.1532520992665,12.1569986205564,12.157773101718,12.1943486196287,12.190741697966,12.1830748274226,12.1585979136501,12.197550671229,12.1789588928223,12.1715152910144,12.1963753809439,12.1633191441441
"32",11.3441226899958,11.3536669275407,11.5428106347602,11.5887445039182,11.4694570896342,11.4491647138595,11.4920187251598,11.4683999854768,11.4077587127686,11.3527209569873,11.4953479264483,11.3990677242284
"33",12.1512727657155,12.0404451553719,12.1270428691601,12.0987806169796,12.1053158456243,12.0623036582816,12.0569769296567,12.0689525247066,12.0887994766235,11.9777876469916,12.1150451081711,12.0126691118868
"34",12.5595559255052,12.4499358523082,12.5306505826498,12.4976114648377,12.553872051162,12.5854936449506,12.5416248306378,12.48169172211,12.5481452941895,12.5075836576434,12.5351235494559,12.5016466371694
"35",12.5773877984242,12.5941778148782,12.5809368698075,12.5617928596023,12.5837215083235,12.6107297970455,12.557876406279,12.556398839057,12.6332607269287,12.6209457339568,12.5599780675661,12.5551056800852
"36",12.3786186049148,12.49366919486,12.4236082591228,12.3796795412312,12.4050027743162,12.3238737047977,12.3899740400177,12.2938062251466,12.3789052963257,12.3976779710926,12.2805208345267,12.3753966817177
"37",12.1082205872473,12.1836435630911,12.1050668142649,12.1755948872522,12.1212800883254,12.1537233886961,12.1112686245441,12.1135647687637,12.0742235183716,12.1768229058297,12.1154247971205,12.2308452158648
"38",12.0233704641873,12.0066868361824,11.9833182515026,11.9967760930493,11.9865339818577,11.9796606966184,11.987265722373,11.9548238762049,12.0062160491943,12.0386748318504,11.9331854547029,12.0289809228719
"39",12.064885032125,12.0165662329374,11.9795512825969,11.9863879955781,11.970456177126,11.9603737642469,11.9651578767985,11.9466127331806,12.0358266830444,11.951498320145,11.9374091141943,11.9532204967444
"40",11.9776841422427,12.0213256178109,12.0088239578699,11.951174895122,11.9859644266513,11.9315315297562,12.0072186894571,11.8919997130604,11.9886999130249,11.9658567686961,11.8976746736955,11.955532797052
"41",12.1092373454689,12.1960875835035,12.0347605362374,12.094220003435,12.0913617694206,12.0941172953247,12.0588797143114,11.9658254345398,12.1083164215088,12.1118204872984,11.9785779476852,12.0924474773356
"42",11.8774775378665,11.9561682102162,12.0386748301541,11.9133739780443,11.8374719609227,11.805475050484,12.019775428861,11.854602612339,11.8818845748901,11.9283696621698,11.8447607454325,11.9050289568602
"43",12.3730246133727,12.4687424302904,12.5209010355584,12.3196491428785,12.7141360233359,12.5403437108148,12.48973136654,12.5474180399791,12.5731782913208,12.5382117747614,12.6108984824171,12.6140074126192
